State,District,Date,Year,Month,Avg_rainfall,Agency_name
Andhra Pradesh,East Godavari,2022-01-08,2022,01,0.001935932,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-09,2022,01,0.009232559,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-10,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-11,2022,01,0.025301025,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-12,2022,01,0.593732075,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-13,2022,01,6.22038674,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-14,2022,01,0.683590656,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-15,2022,01,2.596668585,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-16,2022,01,0.315731732,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-17,2022,01,0.028603231,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-18,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-19,2022,01,0.000451642,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-20,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-21,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-22,2022,01,0.005764676,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-23,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-24,2022,01,0.343862895,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-25,2022,01,0.391176356,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-26,2022,01,0.009554836,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-27,2022,01,0.073751534,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-28,2022,01,0.000059,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-29,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,2022-01-30,2022,01,0.0000545,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-01,2022,01,0.005181999,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-03,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-04,2022,01,0.141541118,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-05,2022,01,0.012576711,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-06,2022,01,0.001961387,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-07,2022,01,0.066886651,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-08,2022,01,0.023500365,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-09,2022,01,0.002873418,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-10,2022,01,0.014913793,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-11,2022,01,0.010338088,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-12,2022,01,0.000639977,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-13,2022,01,9.090741828,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-14,2022,01,0.326206832,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-15,2022,01,2.24046314,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-16,2022,01,0.885347105,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-17,2022,01,0.386815491,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-18,2022,01,0.095594925,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-19,2022,01,0.018979071,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-20,2022,01,0.000121777,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-21,2022,01,0.000145096,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-22,2022,01,0.134472872,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-23,2022,01,0.016846678,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-24,2022,01,0.075597591,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-25,2022,01,0.007811863,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-26,2022,01,0.020041381,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-27,2022,01,0.485263106,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-28,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-29,2022,01,0.000266873,NRSC VIC MODEL
Andhra Pradesh,Guntur,2022-01-30,2022,01,0.000357558,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-01,2022,01,0.049900964,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-03,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-04,2022,01,0.02998441,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-05,2022,01,0.010526406,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-06,2022,01,0.000269735,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-07,2022,01,0.016082946,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-08,2022,01,0.010860203,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-09,2022,01,0.006625364,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-10,2022,01,0.003331226,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-11,2022,01,0.017279894,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-12,2022,01,0.035682561,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-13,2022,01,3.602785511,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-14,2022,01,0.325030601,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-15,2022,01,1.844919545,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-16,2022,01,0.63752527,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-17,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-18,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-19,2022,01,0.003115439,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-20,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-21,2022,01,0.000768745,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-22,2022,01,0.176676385,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-23,2022,01,0.008078561,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-24,2022,01,0.932729931,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-25,2022,01,0.09742826,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-26,2022,01,0.014093651,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-27,2022,01,0.177741838,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-28,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-29,2022,01,0.000849665,NRSC VIC MODEL
Andhra Pradesh,Krishna,2022-01-30,2022,01,0.041636959,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-01,2022,01,0.012971278,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-03,2022,01,0.004132035,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-04,2022,01,0.000337936,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-05,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-06,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-07,2022,01,0.000460822,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-08,2022,01,0.007246848,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-09,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-10,2022,01,0.000087,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-11,2022,01,0.015906883,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-12,2022,01,0.02652797,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-13,2022,01,4.128530776,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-14,2022,01,0.002730795,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-15,2022,01,0.320185756,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-16,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-17,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-18,2022,01,0.000537625,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-19,2022,01,0.002116366,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-20,2022,01,0.013169261,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-21,2022,01,0.003534673,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-22,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-23,2022,01,0.013534504,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-24,2022,01,0.028113538,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-25,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-26,2022,01,0.001686266,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-27,2022,01,0.001577034,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-28,2022,01,0.000153607,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-29,2022,01,0.066421477,NRSC VIC MODEL
Andhra Pradesh,Kurnool,2022-01-30,2022,01,0.000486423,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-01,2022,01,0.219382313,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-03,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-04,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-05,2022,01,0.008504729,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-06,2022,01,0.082810623,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-07,2022,01,0.014240685,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-08,2022,01,0.010342309,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-09,2022,01,0.020907833,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-10,2022,01,0.001510649,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-11,2022,01,0.023633766,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-12,2022,01,0.206066054,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-13,2022,01,3.054291063,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-14,2022,01,1.291041236,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-15,2022,01,1.509115823,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-16,2022,01,1.479076454,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-17,2022,01,2.548728694,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-18,2022,01,2.235163052,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-19,2022,01,0.023787085,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-20,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-21,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-22,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-23,2022,01,0.436095061,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-24,2022,01,0.044951954,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-25,2022,01,0.267398405,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-26,2022,01,0.515839291,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-27,2022,01,0.386318048,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-28,2022,01,1.185307078,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-29,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,2022-01-30,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-01,2022,01,0.007404161,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-03,2022,01,0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-04,2022,01,0.0000522,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-05,2022,01,0.0000236,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-06,2022,01,0.001968834,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-07,2022,01,0.258576846,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-08,2022,01,0.004795877,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-09,2022,01,0.0000926,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-10,2022,01,0.00974825,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-11,2022,01,0.012445721,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-12,2022,01,0.091621439,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-13,2022,01,3.99277099,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-14,2022,01,0.440211001,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-15,2022,01,1.893041924,NRSC VIC MODEL
Andhra Pradesh,Prakasam,2022-01-16,2022,01,3.428979501,NRSC VIC MODEL
